complaint_id,date_filed,category,narrative,state,channel,status,resolution_days
C002698,2025-08-04,ATM / Card Issues,Card blocked without any prior notice. My prepaid card was blocked suddenly and I was not informed of the reason despite calling customer care.,Uttar Pradesh,Branch,Resolved,12
C002699,2025-06-17,Charges / Fees,Minimum balance penalty despite maintaining balance. SMS alert charges of Rs 25000 were deducted even though I have not used the SMS alert facility.,Odisha,Email,Escalated,
C002700,2026-03-26,Account Opening / KYC,Account frozen due to KYC mismatch. The branch keeps asking for documents that I have already submitted twice for KYC verification.,Karnataka,Website,Resolved,5
C002701,2025-05-25,Customer Service,Unable to reach relationship manager. My previous complaint ticket was closed by the bank without actually resolving the underlying issue.,Bihar,Mobile App,Resolved,9
C002702,2025-07-13,Loan / Credit,Delay in loan disbursement. My credit score has been negatively impacted due to incorrect reporting of my loan repayment status.,Punjab,Branch,Resolved,12
C002703,2025-11-01,Digital Banking / UPI,Mobile banking app not reflecting correct balance. The mobile banking app is showing an incorrect balance that does not match my passbook entries.,Delhi,Website,Resolved,16
C002704,2025-12-03,Fraud / Unauthorized Transactions,Money debited without my consent. I received a call from an unknown number claiming to be from the bank and my account was debited by Rs 15000 without my authorization.,Kerala,Call Centre,Escalated,
C002705,2026-03-23,ATM / Card Issues,ATM swallowed my debit card. I was charged twice for a single annual card fee this quarter.,Bihar,Website,Resolved,12
C002706,2025-01-04,Fraud / Unauthorized Transactions,Unauthorized debit of Rs 3000 from my account. I received a call from an unknown number claiming to be from the bank and my account was debited by Rs 3000 without my authorization.,Gujarat,Call Centre,Pending,
C002707,2025-06-04,ATM / Card Issues,Card blocked without any prior notice. The ATM machine retained my card and I have not received it back after multiple visits to the branch.,Karnataka,Branch,Closed - No Action,2
C002708,2025-11-02,Fraud / Unauthorized Transactions,OTP fraud - amount deducted without authorization. My account was compromised and Rs 10000 was withdrawn through an ATM I never visited.,Uttar Pradesh,Email,Pending,
C002709,2026-01-23,Fraud / Unauthorized Transactions,Unauthorized debit of Rs 3000 from my account. I noticed an unauthorized transaction of Rs 3000 on my RuPay debit card statement which I did not perform.,West Bengal,Website,Escalated,
C002710,2025-03-28,Loan / Credit,Loan foreclosure charges not disclosed. My EMI of Rs 2500 was deducted twice from my account in the same billing cycle.,Uttar Pradesh,Email,Pending,
C002711,2025-10-04,Charges / Fees,SMS alert charges billed incorrectly. My account statement shows multiple charges of Rs 4999 that were never explained to me.,Telangana,Email,Resolved,9
C002712,2026-03-07,Account Opening / KYC,Delay in re-KYC process. My re-KYC request submitted online has not been processed for over a month.,Odisha,Email,Resolved,8
C002713,2026-02-19,Charges / Fees,Unexplained deduction of maintenance charges. SMS alert charges of Rs 2500 were deducted even though I have not used the SMS alert facility.,Madhya Pradesh,Call Centre,Resolved,8
C002714,2025-10-17,Customer Service,Long waiting time for grievance redressal. I have called customer care multiple times over the past week regarding my issue but have received no response.,Telangana,Website,Resolved,8
C002715,2026-05-12,ATM / Card Issues,Card declined despite sufficient balance. My card transaction was declined at a merchant outlet even though I had sufficient balance in my account.,Haryana,Website,Pending,
C002716,2026-06-03,Customer Service,Complaint ticket closed without resolution. I have been unable to reach my assigned relationship manager despite repeated attempts.,Bihar,Website,Resolved,17
C002717,2025-08-01,Loan / Credit,EMI deducted twice in the same month. My credit score has been negatively impacted due to incorrect reporting of my loan repayment status.,Tamil Nadu,Branch,Resolved,1
C002718,2026-01-26,ATM / Card Issues,Card declined despite sufficient balance. I was charged twice for a single annual card fee this quarter.,Maharashtra,Branch,Resolved,15
C002719,2025-10-23,Customer Service,No response from customer care for over a week. My previous complaint ticket was closed by the bank without actually resolving the underlying issue.,Uttar Pradesh,Mobile App,Resolved,6
C002720,2025-07-17,ATM / Card Issues,Card blocked without any prior notice. My prepaid card was blocked suddenly and I was not informed of the reason despite calling customer care.,Madhya Pradesh,Call Centre,Escalated,
C002721,2026-02-12,Account Opening / KYC,Repeated requests for KYC documents already submitted. My account has been frozen citing a KYC mismatch even though my documents are valid and up to date.,Kerala,Website,Pending,
C002722,2026-06-23,Customer Service,Unable to reach relationship manager. I have been unable to reach my assigned relationship manager despite repeated attempts.,Delhi,Branch,Resolved,12
C002723,2025-10-25,Account Opening / KYC,Account not activated despite KYC completion. My account has been frozen citing a KYC mismatch even though my documents are valid and up to date.,Maharashtra,Branch,Resolved,3
C002724,2026-04-24,Customer Service,Long waiting time for grievance redressal. My previous complaint ticket was closed by the bank without actually resolving the underlying issue.,Bihar,Website,Pending,
C002725,2026-06-12,Digital Banking / UPI,UPI transaction failed but amount debited. I am unable to reset my net banking password despite following the official reset procedure multiple times.,Rajasthan,Website,Resolved,8
C002726,2025-09-05,Loan / Credit,Loan foreclosure charges not disclosed. My credit score has been negatively impacted due to incorrect reporting of my loan repayment status.,Rajasthan,Branch,Closed - No Action,16
C002727,2025-03-02,ATM / Card Issues,ATM did not dispense cash but amount debited. My card transaction was declined at a merchant outlet even though I had sufficient balance in my account.,Delhi,Email,Resolved,1
C002728,2025-04-12,Fraud / Unauthorized Transactions,Fraudulent transaction on my prepaid card. I received a call from an unknown number claiming to be from the bank and my account was debited by Rs 10000 without my authorization.,Rajasthan,Website,Resolved,5
C002729,2026-02-13,Account Opening / KYC,"Delay in re-KYC process. Despite submitting the nominee update form, the nominee details on my account remain unchanged.",Punjab,Call Centre,Resolved,13
C002730,2026-04-27,Account Opening / KYC,Repeated requests for KYC documents already submitted. My account has been frozen citing a KYC mismatch even though my documents are valid and up to date.,Madhya Pradesh,Email,Resolved,10
C002731,2025-10-26,Loan / Credit,Credit score impacted due to incorrect reporting. I was charged foreclosure charges of Rs 25000 that were never explained to me when I took the loan.,West Bengal,Mobile App,Pending,
C002732,2025-04-20,Account Opening / KYC,Account frozen due to KYC mismatch. My account has been frozen citing a KYC mismatch even though my documents are valid and up to date.,Odisha,Call Centre,Resolved,9
C002733,2026-04-29,Charges / Fees,Unexplained deduction of maintenance charges. The GST charged on my banking fees this month is higher than the applicable rate.,Haryana,Branch,Closed - No Action,19
C002734,2025-01-18,ATM / Card Issues,Card declined despite sufficient balance. The ATM machine retained my card and I have not received it back after multiple visits to the branch.,Karnataka,Call Centre,Resolved,9
C002735,2025-01-21,Charges / Fees,Unexplained deduction of maintenance charges. My account statement shows multiple charges of Rs 15000 that were never explained to me.,Bihar,Call Centre,Closed - No Action,7
C002736,2026-02-26,Charges / Fees,SMS alert charges billed incorrectly. The GST charged on my banking fees this month is higher than the applicable rate.,Uttar Pradesh,Call Centre,Resolved,9
C002737,2025-10-12,Customer Service,No response from customer care for over a week. I have been unable to reach my assigned relationship manager despite repeated attempts.,Karnataka,Call Centre,Pending,
C002738,2025-03-09,Customer Service,Unable to reach relationship manager. It has been over 20 days since I raised this grievance and there has been no update on the resolution.,Rajasthan,Website,Escalated,
C002739,2025-12-11,Account Opening / KYC,Repeated requests for KYC documents already submitted. My account has been frozen citing a KYC mismatch even though my documents are valid and up to date.,West Bengal,Email,Closed - No Action,6
C002740,2025-02-13,Digital Banking / UPI,Unable to reset net banking password. I am unable to reset my net banking password despite following the official reset procedure multiple times.,West Bengal,Email,Resolved,8
C002741,2025-11-26,Charges / Fees,Excess GST charged on banking fees. I was charged Rs 15000 as account maintenance charges without prior intimation.,Tamil Nadu,Mobile App,Resolved,6
C002742,2025-01-02,Loan / Credit,Loan foreclosure charges not disclosed. There has been an unexplained delay of over a month in disbursement of my sanctioned loan amount.,Bihar,Call Centre,Resolved,5
C002743,2025-12-29,Loan / Credit,Loan foreclosure charges not disclosed. The interest charged on my loan account does not match the amortization schedule shared at the time of sanction.,West Bengal,Website,Closed - No Action,1
C002744,2025-11-16,Loan / Credit,Delay in loan disbursement. I was charged foreclosure charges of Rs 50000 that were never explained to me when I took the loan.,Karnataka,Mobile App,Resolved,2
C002745,2026-06-30,Digital Banking / UPI,Fund transfer stuck in pending status. I am unable to reset my net banking password despite following the official reset procedure multiple times.,Maharashtra,Call Centre,Resolved,5
C002746,2025-06-12,Fraud / Unauthorized Transactions,Money debited without my consent. I did not share my OTP with anyone yet Rs 25000 was debited from my savings account.,Madhya Pradesh,Website,Resolved,13
